Class Name;DefaultDisplayName;DefaultCategory;Behaviors;DisplayOrder;DefaultIconBlockOffset;DefaultIconViewOffset;DefaultIconViewScale;FirstPersonScale;FirstPersonOffset;FirstPersonRotation;InHandScale;InHandOffset;InHandRotation;CraftingId;DefaultCreativeData;IsCollidable;IsPlaceable;IsDiggingTransparent;IsPlacementTransparent;DefaultIsInteractive;IsEditable;IsNonDuplicable;IsGatherable;HasCollisionBehavior;KillsWhenStuck;IsFluidBlocker;IsTransparent;GenerateFacesForSameNeighbors;DefaultShadowStrength;LightAttenuation;DefaultEmittedLightAmount;ObjectShadowStrength;DefaultDropContent;DefaultDropCount;DefaultExperienceCount;RequiredToolLevel;MaxStacking;SleepSuitability;FrictionFactor;Density;NoAutoJump;NoSmoothRise;FuelHeatLevel;FuelFireDuration;DefaultSoundMaterialName;ShovelPower;QuarryPower;HackPower;DefaultMeleePower;DefaultMeleeHitProbability;DefaultProjectilePower;ToolLevel;PlayerLevelRequired;Durability;IsAimable;IsStickable;AlignToVelocity;ProjectileSpeed;ProjectileDamping;ProjectileTipOffset;DisintegratesOnHit;ProjectileStickProbability;DefaultHeat;FireDuration;ExplosionResilience;DefaultExplosionPressure;DefaultExplosionIncendiary;ExplosionKeepsPickables;DigMethod;DigResilience;ProjectileResilience;DefaultNutritionalValue;DefaultSicknessProbability;FoodType;DefaultRotPeriod;DefaultTextureSlot;DestructionDebrisScale;DefaultDescription
OakWoodBlock;橡木;Plants;WoodBlockBehavior;40;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;wood;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;1;#;1;0.01;0;40;0.5;1;0.5;FALSE;FALSE;1;20;Wood;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;20;20;;;;Hack;5;1;;;;;;1;橡木生长在橡树的树干上，橡树生长在温暖潮湿的地区。它可以制作成木板，木板是一种用途广泛的建筑和制作材料。它也可以用作炉中的燃料。要重新种植树木，您需要从叶子中获得树苗。
BirchWoodBlock;桦木;Plants;WoodBlockBehavior;41;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;wood;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;1;#;1;0.01;0;40;0.5;1;0.5;FALSE;FALSE;1;20;Wood;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;20;20;;;;Hack;5;1;;;;;;1;桦木生长在桦树的树干上，桦树生长在温带和潮湿地区。它可以制作成木板，木板是一种用途广泛的建筑和制作材料。它也可以用作炉中的燃料。要重新种植树木，您需要从叶子中获得树苗。
SpruceWoodBlock;云杉木;Plants;WoodBlockBehavior;42;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;wood;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;1;#;1;0.01;0;40;0.5;1;0.5;FALSE;FALSE;1;20;Wood;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;20;20;;;;Hack;5;1;;;;;;1;云杉木生长在云杉树的树干上，云杉树的树干生长在凉爽的地方。它可以制作成木板，木板是一种用途广泛的建筑和制作材料。它也可以用作炉中的燃料。要重新种植树木，您需要从叶子中获得树苗。
MimosaWoodBlock;含羞草木;Plants;WoodBlockBehavior;43;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;wood;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;1;#;1;0.01;0;40;0.5;1;0.5;FALSE;FALSE;1;20;Wood;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;20;20;;;;Hack;5;1;;;;;;1;含羞草木生长在含羞草树的树干上，这些树干生长在干燥地区。它可以制作成木板，木板是一种用途广泛的建筑和制作材料。它也可以用作炉中的燃料。要重新种植树木，您需要从叶子中获得树苗。
PoplarWoodBlock;杨木;Plants;WoodBlockBehavior;44;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;wood;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;1;#;1;0.01;0;40;0.5;1;0.5;FALSE;FALSE;1;20;Wood;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;20;20;;;;Hack;5;1;;;;;;1;杨木生长在生长在温带地区的杨树的树干上。它可以制作成木板，木板是一种用途广泛的建筑和制作材料。它也可以用作炉中的燃料。要重新种植树木，您需要从叶子中获得树苗。
FallenLeavesBlock;落叶;Plants;FallenLeavesBlockBehavior;45;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;2;0;0;1;;0;;0;40;0.5;1;0.5;FALSE;FALSE;1;1;Leaves;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;;Hack;0;0.5;;;;;108;1;秋天从树上掉下来的叶子
OakLeavesBlock;橡树叶;Plants;DeciduousLeavesBlockBehavior;46;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;oakleaves;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;12;3;0;0;#;1;;1;40;0.5;1;0.5;FALSE;FALSE;1;1;Leaves;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;;Hack;0;0.5;;;;;52;1;橡树叶长在橡树上，可以用来获得橡树苗。它们会燃烧并可用作廉价燃料。当远离树干时，它们会腐烂。可以欺骗人和野兽的草陷阱可以用这些树叶制作。
BirchLeavesBlock;桦树叶;Plants;DeciduousLeavesBlockBehavior;47;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;birchleaves;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;12;3;0;0;#;1;;1;40;0.5;1;0.5;FALSE;FALSE;1;1;Leaves;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;;Hack;0;0.5;;;;;107;1;桦树叶长在桦树上，可以用来获得桦树苗。它们会燃烧并可用作廉价燃料。当远离树干时，它们会腐烂。
SpruceLeavesBlock;云杉叶;Plants;;48;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;spruceleaves;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;3;0;0;#;1;;1;40;0.5;1;0.5;FALSE;FALSE;1;1;Leaves;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;;Hack;0;0.5;;;;;132;1;云杉叶生长在云杉树上，可用于获得云杉树苗。它们会燃烧并可用作廉价燃料。当远离树干时，它们会腐烂。在圣诞节期间，可以用它们制作圣诞树。
TallSpruceLeavesBlock;高大的云杉叶;Plants;;49;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;tallspruceleaves;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;12;3;0;0;#;1;;1;40;0.5;1;0.5;FALSE;FALSE;1;1;Leaves;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;;Hack;0;0.5;;;;;132;1;高大的云杉叶子长在高大的云杉树上，可以用来获得高大的云杉树苗。它们会燃烧并可用作廉价燃料。当远离树干时，它们会腐烂。
MimosaLeavesBlock;含羞草叶;Plants;DeciduousLeavesBlockBehavior;50;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;mimosaleaves;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;12;3;0;0;#;1;;1;40;0.5;1;0.5;FALSE;FALSE;1;1;Leaves;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;;Hack;0;0.5;;;;;132;1;含羞草叶子生长在含羞草树上，可用于获得含羞草树苗。它们会燃烧并可用作廉价燃料。当远离树干时，它们会腐烂。
PoplarLeavesBlock;杨树叶;Plants;DeciduousLeavesBlockBehavior;51;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;poplarleaves;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;12;3;0;0;#;1;;1;40;0.5;1;0.5;FALSE;FALSE;1;1;Leaves;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;;Hack;0;0.5;;;;;52;1;杨树叶生长在杨树上，可用于获得杨树幼苗。它们会燃烧并可用作廉价燃料。当远离树干时，它们会腐烂。
TallGrassBlock;高草;Plants;;52;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;tallgrass;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;8;1;0;0;;1;;0;40;0;1;0.5;FALSE;FALSE;1;0.5;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;2;;;;Hack;0;1;;;Grass;;85;1.5;高草随机生长在光照充足和潮湿的草方块上。你可以从中获得草种子，这些种子可以用来种植更多的草。可用作装饰植物。
RyeBlock;黑麦;Plants;;53;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;rye;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;8;1;0;0;;1;;0;40;0;1;0.5;FALSE;FALSE;1;0.5;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;2;;;;Hack;0;1;;;Grass;;94;1.5;将黑麦种植在耕作、潮湿和施肥的土壤上，以获得成熟的植物。收获植物会产生大量的黑麦种子。黑麦也以形式或野生黑麦自然生长。您可以通过收获来获得野生种子。
RedFlowerBlock;红花;Plants;;54;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;redflower;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;4;1;0;0;#;1;;0;40;0;1;0.5;FALSE;FALSE;1;0.5;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;2;;;;Hack;0;1;;;Grass;;12;1.5;红色的花随机生长在光照充足和潮湿的草方块上。可用作装饰植物。
PurpleFlowerBlock;紫花;Plants;;55;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;purpleflower;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;4;1;0;0;#;1;;0;40;0;1;0.5;FALSE;FALSE;1;0.5;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;2;;;;Hack;0;1;;;Grass;;13;1.5;紫色的花随机生长在光照充足和潮湿的草方块上。可用作装饰植物，并含有制成品红色涂料的紫色颜料
WhiteFlowerBlock;白花;Plants;;56;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;whiteflower;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;4;1;0;0;#;1;;0;40;0;1;0.5;FALSE;FALSE;1;0.5;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;2;;;;Hack;0;1;;;Grass;;14;1.5;白色的花随机生长在光照充足和潮湿的草方块上。可用作装饰植物。
DryBushBlock;干衬套;Plants;;57;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;4;1;0;0;;1;;0;40;0;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;2;;;;Hack;0;1;;;;;55;1.5;干燥的灌木丛常见于沙漠边缘或寒冷的地方。每当植物没有足够的湿度或阳光来维持自身时，它就会变成干燥的灌木丛。
LargeDryBushBlock;干燥的灌木;Plants;;58;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;6;1;0;0;;1;;0;40;0;1;0.5;FALSE;FALSE;1;2;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;;Hack;0;1;;;;;71;1.5;干燥的灌木丛常见于沙漠边缘或寒冷的地方。每当植物没有足够的湿度或阳光来维持自身时，它就会变成干燥的灌木丛。
SaplingBlock;树苗;Plants;;59;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;sapling;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;4;1;0;0;;1;;0;40;0;1;0.5;FALSE;FALSE;1;0.5;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;2;;;;Hack;0;1;;;Grass;;72;1;树苗是用来种树的。你可以通过用树叶制作来获得它们。种植时，小心将树苗放置在光线充足、水分充足且温度合适的地方。使用湿度计和温度计测量这些量。橡树喜欢温暖，桦树适度凉爽，云杉喜欢寒冷。所有树木都需要大量的湿度。如果你把树苗种在错误的地方，它会枯萎成干燥的灌木丛。
CactusBlock;仙人掌;Plants;;60;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;cactus;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;12;1;0;0;#;1;;0;40;0;1;0.5;TRUE;TRUE;1;5;Soft;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;10;10;;;;Hack;3;0.75;;;;;100;1;仙人掌是大型植物，非常耐干燥的条件，经常会在沙漠中长成大尺寸。它们有刺，触摸时会受伤，所以要小心。当只收割顶部时，它们会重新长到 3 格高。残忍的猎人可能会在他们的陷阱坑中排列这些，以获得更有效的杀戮。
IvyBlock;常春藤;Plants;IvyBlockBehavior;61;0,0,0;0, 0, 1;0.9;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;ivy;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;6;0;0;0;#;1;;0;40;0;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;1;;;;Hack;0;1;;;Grass;;10;1;常春藤是一种生长并附着在垂直表面上的植物。它不需要太多的光线来维持生命，但需要潮湿温暖的气候。
PumpkinBlock;南瓜;Plants;RotBlockBehavior;62;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;pumpkin;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;0;0;0;#;1;;0;40;0;1;0.5;FALSE;FALSE;0;0;Soft;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;0.98;0;FALSE;0.95;;10;2;;;;Hack;1.5;0;0.15;0;Fruit;80;102;0.66;南瓜是大型橙色蔬菜，以 5 到 10 株植物为一组生长。收集后，它们可以食用、煮成南瓜汤或制作成南瓜灯。
RottenPumpkinBlock;腐烂的南瓜;Plants;;63;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;rottenpumpkin;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;5;0;0;0;#;1;;0;40;0;1;0.5;FALSE;FALSE;0;0;Soft;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;0.98;0;FALSE;0.95;;10;2;;;;Hack;1.5;0;0.1;0.75;Fruit;;160;0.66;烂南瓜，不要吃。
SeedsBlock;;Plants;;64;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;seeds;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;0;0;0;0;;1;;0;40;0;1;0.5;FALSE;FALSE;1;0.1;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;;;;;Hack;0;1;;;;;74;1;种子用于种植各种类型的植物，例如草、花和黑麦。有些植物需要耕作良好、潮湿和施肥的土壤才能正常生长。否则它们的生长会受到阻碍，无法达到全尺寸。
CottonBlock;棉花;Plants;;65;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;cotton;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;6;0;0;0;;1;;0;40;0;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;6;;;;;Hack;0;1;;;Grass;;30;1.5;棉花是一种生长在温暖地区的植物。收获后，提供许多棉絮，这些棉絮可以进一步加工成棉制品。
CottonWadBlock;棉签;Plants;;66;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;cottonwad;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;0;0;0;0;;1;;0;40;0;1;0.5;FALSE;FALSE;1;1;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;8;;;;;Hack;0;1;;;;;76;1;棉絮是小块堆积的棉纤维。它们可以进一步加工成棉制品。
SeaUrchinBlock;海胆;Plants;BottomSuckerBlockBehavior;67;0,0,0;0, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;urchin;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;1;3;0;0;#;1;;0;40;0;1;1.5;FALSE;FALSE;0;0;Soft;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;0;2;;;;Hack;1.5;0;0.05;0.25;Fish;;189;0.66;海胆是小型多刺的动物，它们附着在海底，通过过滤海水中的营养物质为生。它们可以食用，但不是很好吃或很有营养。
StarfishBlock;海星;Plants;BottomSuckerBlockBehavior;68;0,0.2,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;starfish;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;1;3;0;0;#;1;;0;40;0;1;1.5;FALSE;FALSE;0;0;Soft;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;0;2;;;;Hack;1.5;0;;;;;189;0.66;海星是在海底缓慢移动的水下捕食者。
KelpBlock;海带;Plants;WaterPlantBlockBehavior;69;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;kelp;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;8;6;0;0;#;1;;0;40;0;3;0.75;FALSE;FALSE;0;0;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;1;;;;Hack;0;1;;;;;189;1.5;海带是锚定在海底的海底植物，可以向上伸展以获得阳光。游泳时要小心，因为您可能会被缠住和溺水。
SeagrassBlock;海草;Plants;WaterPlantBlockBehavior;70;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.4;0,0.12,0;0, 0, 0;seagrass;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;8;6;0;0;#;1;;0;40;0;3;0.75;FALSE;FALSE;0;0;Plant;1;1;1;1;;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;1;;;;Hack;0;1;;;;;189;1.5;海草是锚定在海底的海底植物，可以向上伸展以获得阳光。游泳时要小心，因为您可能会被缠住和溺水。
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlanksBlock;木板;Construction;;72;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;planks;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;1;#;1;;0;40;0.5;1;0.5;FALSE;FALSE;1;10;Wood;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0.95;;20;20;;;;Hack;5;1;;;;;4;1;木板是一种用途广泛的建筑材料，可以通过将木块切成碎片来获得。许多有用的物体，例如工作台或箱子都可以用木板制成。木板易燃，可用作炉中的燃料。可以涂漆。
CobblestoneBlock;鹅卵石;Construction;;73;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;cobblestone;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;140;;;;Quarry;14;1;;;;;16;1;圆石是通过开采花岗岩获得的坚韧石头。它是一种坚固、坚固的材料，在用于建造墙壁和地板时效果很好。通过在熔炉中冶炼它，您可以获得制造它的纯花岗岩。可以涂漆。
StoneBrickBlock;石砖;Construction;;74;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;stonebrickblock;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;160;;;;Quarry;18;1;;;;;54;1;石砖可以通过将几块规则形状的石头粘合在一起来制成。它们是一种坚固的建筑材料，对爆炸和挖掘非常有抵抗力。
BricksBlock;砖墙;Construction;;75;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;brickblock;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;75;;;;Quarry;14;1;;;;;70;1;砖墙可以通过将几块砖组合在一起并用砂浆粘合来制成。它是一种用途广泛、强度高且美观的建筑材料。不再需要的砖墙可以回收再造成成分砖。可以涂漆。
MarbleBlock;大理石;Construction;;76;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;marble;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;20;;;;Quarry;10;0.75;;;;;7;1;一种美丽的装饰石材，可以通过在炉中将沙子和石灰石熔化在一起来获得。它是一种易碎的脆性材料。
MalachiteBlock;孔雀石块;Construction;;77;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;malachiteblock;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;1;#;1;;0;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;20;;;;Quarry;10;0.75;;;;;179;1;一块孔雀石可以通过将许多较小的孔雀石块组合在一起来制成。这种材料非常具有装饰性，但也很脆。
DiamondBlock;钻石块;Construction;;78;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 45;diamondblock;0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;15;0;0;1;#;1;;0;4;0;1;1.5;FALSE;FALSE;0;40;Stone;1;1;1;1;;2;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;20;8000;;;;Quarry;40;1;;;;;182;1;一块钻石。极其珍贵，包含多个钻石晶体组合成一个大块。适合装饰目的。要小心，因为钻石是易燃的，被岩浆接触或被闪电点燃时会燃烧。
